lon,lon
31.620681762695312,31.620682
31.670726776123047,31.670727
31.72077178955078,31.720772
31.770816802978516,31.770817
31.820865631103516,31.820866
31.87091064453125,31.87091
31.920955657958984,31.920956
31.97100067138672,31.971
32.02104949951172,32.02105
32.07109451293945,32.071095
32.12113952636719,32.12114
32.17118453979492,32.171185
32.22123336791992,32.221233
32.271278381347656,32.27128
32.32132339477539,32.321323
32.371368408203125,32.37137
32.421417236328125,32.421417
32.47146224975586,32.471462
32.521507263183594,32.521507
32.57155227661133,32.571552
32.62160110473633,32.6216
32.67164611816406,32.671646
32.7216911315918,32.72169
32.77173614501953,32.771736
32.82178497314453,32.821785
32.871829986572266,32.87183
32.921875,32.921875
32.971920013427734,32.97192
33.021968841552734,33.02197
33.07201385498047,33.072014
33.1220588684082,33.12206
33.17210388183594,33.172104
33.22214889526367,33.22215
33.27219772338867,33.272198
33.322242736816406,33.322243
33.37228775024414,33.372288
33.422332763671875,33.422333
33.472381591796875,33.47238
33.52242660522461,33.522427
33.572471618652344,33.57247
33.62251663208008,33.622517
33.67256546020508,33.672565
33.72261047363281,33.72261
33.77265548706055,33.772655
33.82270050048828,33.8227
33.87274932861328,33.87275
33.922794342041016,33.922794
33.97283935546875,33.97284
34.022884368896484,34.022884
34.072933197021484,34.072933
34.12297821044922,34.12298
34.17302322387695,34.173023
34.22306823730469,34.22307
34.27311706542969,34.273117
34.32316207885742,34.323162
34.373207092285156,34.373207
34.42325210571289,34.423252
34.47330093383789,34.4733
34.523345947265625,34.523346
34.57339096069336,34.57339
34.623435974121094,34.623436
34.673484802246094,34.673485
34.72352981567383,34.72353
34.77357482910156,34.773575
34.8236198425293,34.82362
34.8736686706543,34.87367
34.92371368408203,34.923714
34.973758697509766,34.97376
35.0238037109375,35.023804
35.0738525390625,35.073853
35.123897552490234,35.123898
35.17394256591797,35.173943
35.2239875793457,35.223988
35.2740364074707,35.274036
35.32408142089844,35.32408
35.37412643432617,35.374126
35.424171447753906,35.42417
35.474220275878906,35.47422
35.52426528930664,35.524265
35.574310302734375,35.57431
35.62435531616211,35.624355
35.67440414428711,35.674404
35.724449157714844,35.72445
35.77449417114258,35.774494
35.82453918457031,35.82454
35.87458801269531,35.874588
35.92463302612305,35.924633
35.97467803955078,35.974678
36.024723052978516,36.024723
36.074771881103516,36.07477
36.12481689453125,36.124817
36.174861907958984,36.174862
36.22490692138672,36.224907
36.27495574951172,36.274956
36.32500076293945,36.325
