KindOfQuery;Shift;Country;Week;#Eq;#Vars;Eq. creation time;Solve time;Average squared error
WithoutJHURegions;-;NL;2020W05;5;18;0.668212616;0.344426069;5.326069873006316E-4
WithJHURegions;1;NL;2020W05;15;18;2.81610948;0.230348068;5.326069872969102E-4
WithoutJHURegions;-;NL;2020W06;5;20;0.74726336;0.285234492;2.303056943536497E-4
WithJHURegions;1;NL;2020W06;43;20;2.885297005;0.29970959;2.3030569435120775E-4
WithoutJHURegions;-;NL;2020W07;5;20;0.743338844;0.248162187;4.389864963529986E-4
WithJHURegions;1;NL;2020W07;43;20;2.925509745;0.3091339;4.389864963484411E-4
WithoutJHURegions;-;NL;2020W08;5;20;0.577901735;0.230879494;0.0047869754678332
WithJHURegions;1;NL;2020W08;43;20;2.773041152;0.294071844;0.00478697546778444
WithoutJHURegions;-;NL;2020W09;5;20;0.631490972;0.234309449;0.001314769213751817
WithJHURegions;1;NL;2020W09;43;20;2.881657179;0.245760794;0.0013147692137376768
WithoutJHURegions;-;NL;2020W10;5;20;0.679074328;0.229344846;0.0015918152221254072
WithJHURegions;1;NL;2020W10;43;20;2.821558823;0.289603328;0.0015918152221088134
WithoutJHURegions;-;NL;2020W11;5;20;0.606430982;0.276182358;1.3985154562785646E-6
WithJHURegions;1;NL;2020W11;43;20;2.719086228;0.193441143;1.3985154563082749E-6
WithoutJHURegions;-;NL;2020W12;5;20;0.682451195;0.227692513;0.0037238096546539216
WithJHURegions;1;NL;2020W12;43;20;2.757071909;0.283830996;0.0037238096565795067
WithoutJHURegions;-;NL;2020W13;5;20;0.626998627;0.170611436;0.011899456003557289
WithJHURegions;1;NL;2020W13;43;20;2.874553089;0.244973734;0.011899456035144317
WithoutJHURegions;-;NL;2020W14;5;20;0.691457771;0.19283044;0.013073895375707082
WithJHURegions;1;NL;2020W14;43;20;2.843958085;0.219491624;0.013073895426874158
WithoutJHURegions;-;NL;2020W15;5;20;0.696923067;0.255973408;0.01022405935447995
WithJHURegions;1;NL;2020W15;43;20;2.783991734;0.239739748;0.010224059399275077
WithoutJHURegions;-;NL;2020W16;5;20;0.70373618;0.248006214;0.003593643380826219
WithJHURegions;1;NL;2020W16;43;20;2.705678716;0.16982382;0.0035936434030370847
WithoutJHURegions;-;NL;2020W17;5;20;0.63956869;0.147089657;8.59972478911873E-4
WithJHURegions;1;NL;2020W17;43;20;2.753895807;0.257180977;8.599724850495277E-4
WithoutJHURegions;-;NL;2020W18;5;20;0.667888207;0.205865873;5.104690289052045E-7
WithJHURegions;1;NL;2020W18;43;20;2.840165013;0.239716974;5.104689792957971E-7
WithoutJHURegions;-;NL;2020W19;5;20;0.692688788;0.246946353;0.0020733521953164176
WithJHURegions;1;NL;2020W19;43;20;2.807287354;0.235137343;0.0020733521324900668
WithoutJHURegions;-;NL;2020W20;5;20;0.700837217;0.214395363;0.0018176575840414574
WithJHURegions;1;NL;2020W20;43;20;2.721745172;0.163863123;0.0018176575257634934
WithoutJHURegions;-;NL;2020W21;5;20;0.686462757;0.248236896;7.372884827912967E-4
WithJHURegions;1;NL;2020W21;43;20;2.784789644;0.236841493;7.372884640523163E-4
WithoutJHURegions;-;NL;2020W22;5;20;0.613970555;0.17186761;4.8605530409332793E-4
WithJHURegions;1;NL;2020W22;43;20;2.783131081;0.223354382;4.8605528900314763E-4
WithoutJHURegions;-;NL;2020W23;5;20;0.700424505;0.23084483;1.1329434629853484E-4
WithJHURegions;1;NL;2020W23;43;20;2.781385635;0.23424161;1.13294345181892E-4
WithoutJHURegions;-;NL;2020W24;5;20;0.639628377;0.14214258;1.6073816269940146E-5
WithJHURegions;1;NL;2020W24;43;20;2.805945527;0.232018248;1.6073816154587923E-5
WithoutJHURegions;-;NL;2020W25;5;20;0.697071228;0.230959019;3.436894208329386E-5
WithJHURegions;1;NL;2020W25;43;20;2.731153405;0.234770732;3.436894200217706E-5
WithoutJHURegions;-;NL;2020W26;5;20;0.622255374;0.246133097;6.930895798005522E-5
WithJHURegions;1;NL;2020W26;43;20;2.790287755;0.15924228;6.930895771790861E-5
WithoutJHURegions;-;NL;2020W27;5;20;0.653126649;0.144209561;2.8602719439633405E-4
WithJHURegions;1;NL;2020W27;43;20;2.70984651;0.261180551;2.8602719143328855E-4
WithoutJHURegions;-;NL;2020W28;5;20;0.657891427;0.229611547;5.131323249935969E-5
WithJHURegions;1;NL;2020W28;43;20;2.723754263;0.231196338;5.131323245114982E-5
WithoutJHURegions;-;NL;2020W29;5;20;0.649023614;0.231403491;8.032786842073328E-4
WithJHURegions;1;NL;2020W29;43;56;2.785727072;0.241392615;0.1645083406184452
WithoutJHURegions;-;NL;2020W30;5;20;0.626717654;0.219812948;7.59815657155532E-5
WithJHURegions;1;NL;2020W30;43;140;2.714567453;0.238906158;0.08912566000151315
WithoutJHURegions;-;NL;2020W31;5;20;0.63789221;0.240291759;5.4793207588430016E-5
WithJHURegions;1;NL;2020W31;43;188;2.76682862;0.236816824;0.10960451276305455
WithoutJHURegions;-;NL;2020W32;5;20;0.59795896;0.177166465;5.2091275993342355E-6
WithJHURegions;1;NL;2020W32;43;188;2.716513508;0.234513214;0.038182856264041144
WithoutJHURegions;-;NL;2020W33;5;20;0.623589616;0.157889009;0.008338853314192344
WithJHURegions;1;NL;2020W33;43;188;2.649789576;0.162488404;0.05147661959868354
WithoutJHURegions;-;NL;2020W34;5;20;0.692097092;0.214900235;0.0012103986632510293
WithJHURegions;1;NL;2020W34;43;188;2.634227439;0.281569325;0.04167539601306423
WithoutJHURegions;-;NL;2020W35;5;20;0.692489393;0.221219077;2.49925540665666E-4
WithJHURegions;1;NL;2020W35;43;188;2.786557124;0.239029981;0.03857642560328044
WithoutJHURegions;-;NL;2020W36;5;20;0.693840349;0.209661501;2.7289727802113153E-4
WithJHURegions;1;NL;2020W36;43;188;2.765997978;0.19897933;0.050665992306789434
WithoutJHURegions;-;NL;2020W37;5;20;0.695934077;0.233186833;1.7498816174412943E-4
WithJHURegions;1;NL;2020W37;43;188;2.76334109;0.215399604;0.0604883300121428
WithoutJHURegions;-;NL;2020W38;5;20;0.694510338;0.272149199;1.8628396541880252E-4
WithJHURegions;1;NL;2020W38;43;188;2.707915061;0.229851581;0.07054984392010862
WithoutJHURegions;-;NL;2020W39;5;20;0.682012124;0.234859764;5.316688323719658E-4
WithJHURegions;1;NL;2020W39;43;188;2.725616648;0.23106083;0.07503034622629537
WithoutJHURegions;-;NL;2020W40;5;20;0.632564048;0.22881498;9.043511640642434E-4
WithJHURegions;1;NL;2020W40;43;188;2.686788015;0.277423895;0.08043904825279102
WithoutJHURegions;-;NL;2020W41;5;20;0.697104689;0.230846342;1.437609170780757E-4
WithJHURegions;1;NL;2020W41;43;188;2.746173862;0.239391687;0.08935796062768969
WithoutJHURegions;-;NL;2020W42;5;20;0.70665967;0.248312225;0.0018381863455037366
WithJHURegions;1;NL;2020W42;43;188;2.679224413;0.29106137;0.10887608962432296
WithoutJHURegions;-;NL;2020W43;5;20;0.69494397;0.228949772;0.003170931295989989
WithJHURegions;1;NL;2020W43;43;188;2.670765798;0.241373599;0.12735443931910445
WithoutJHURegions;-;NL;2020W44;5;20;0.701113416;0.230955921;0.004752530939760589
WithJHURegions;1;NL;2020W44;43;188;2.687443008;0.284927187;0.10666905091636009
WithoutJHURegions;-;NL;2020W45;5;20;0.686500517;0.240044429;7.643454482000077E-4
WithJHURegions;1;NL;2020W45;43;188;2.625573889;0.152714033;0.07815050141373224
WithoutJHURegions;-;NL;2020W46;5;20;0.702750234;0.216410701;4.1200038679014433E-4
WithJHURegions;1;NL;2020W46;43;188;2.680504985;0.224858615;0.06772543692881956
WithoutJHURegions;-;NL;2020W47;5;20;0.694417135;0.20399644;4.9455267014821014E-5
WithJHURegions;1;NL;2020W47;43;188;2.609931352;0.140988696;0.032168341753577946
WithoutJHURegions;-;NL;2020W48;5;20;0.643015224;0.186972169;2.0313818173913666E-5
WithJHURegions;1;NL;2020W48;43;188;2.676588133;0.245368433;0.04296243727574663
WithoutJHURegions;-;NL;2020W49;5;20;0.612126066;0.1578605;3.421750903563032E-4
WithJHURegions;1;NL;2020W49;43;188;2.648574583;0.228363927;0.04739795137992361
WithoutJHURegions;-;NL;2020W50;5;20;0.695434518;0.146434858;3.3821957627932657E-4
WithJHURegions;1;NL;2020W50;43;188;2.562905376;0.238547353;0.06882268089211127
WithoutJHURegions;-;NL;2020W51;5;20;0.569872726;0.227155374;0.0021041876795130565
WithJHURegions;1;NL;2020W51;43;188;2.576172469;0.240101063;0.09223407540040937
WithoutJHURegions;-;NL;2020W52;5;20;0.81693455;0.274256671;0.001051494860585291
WithJHURegions;1;NL;2020W52;43;188;2.69825379;0.235103566;0.08371666855878307
WithoutJHURegions;-;NL;2021W01;5;20;0.587734051;0.281687541;4.394638926644748E-4
WithJHURegions;1;NL;2021W01;43;188;2.712130464;0.241092262;0.03138911508954853
WithoutJHURegions;-;NL;2021W02;5;20;0.62186549;0.216252919;4.965998687644236E-4
WithJHURegions;1;NL;2021W02;43;188;2.591286095;0.233584354;0.029184625299104972
WithoutJHURegions;-;NL;2021W03;5;20;0.641673602;0.225364125;5.702027361256604E-6
WithJHURegions;1;NL;2021W03;43;188;2.544286616;0.303129681;0.02462097831427081
WithoutJHURegions;-;NL;2021W04;5;20;0.671706834;0.226231496;1.4654188156666548E-4
WithJHURegions;1;NL;2021W04;43;188;2.617804073;0.242209037;0.0314199244751771
WithoutJHURegions;-;NL;2021W05;5;20;0.703221911;0.170354583;1.0107025592793102E-4
WithJHURegions;1;NL;2021W05;43;188;2.554401642;0.235736052;0.03502238640334653
WithoutJHURegions;-;NL;2021W06;5;20;0.605573716;0.22442139;4.7296635596212925E-4
WithJHURegions;1;NL;2021W06;43;188;2.621437944;0.184177629;0.024582465777275523
WithoutJHURegions;-;SE;2020W05;3;11;0.437146708;0.212316323;1.6408113909630903E-5
WithJHURegions;1;SE;2020W05;14;11;2.764653474;0.278913466;1.6408113909591638E-5
WithoutJHURegions;-;SE;2020W06;3;13;0.537493255;0.287067275;2.734034250861888E-4
WithJHURegions;1;SE;2020W06;60;13;2.814895844;0.287575097;2.7340342508515227E-4
WithoutJHURegions;-;SE;2020W07;3;13;0.551820421;0.188785962;1.0098057877707386E-4
WithJHURegions;1;SE;2020W07;60;13;2.844177702;0.239613902;1.0098057877672419E-4
WithoutJHURegions;-;SE;2020W08;3;13;0.453398237;0.267520089;4.47102072888987E-4
WithJHURegions;1;SE;2020W08;60;13;2.820965602;0.219974667;4.471020728874005E-4
WithoutJHURegions;-;SE;2020W09;3;13;0.546091742;0.209132977;3.858550163017236E-4
WithJHURegions;1;SE;2020W09;60;13;2.802335856;0.238942575;3.8585501630035153E-4
WithoutJHURegions;-;SE;2020W10;3;13;0.542335202;0.159796657;7.477161666346834E-5
WithJHURegions;1;SE;2020W10;60;13;2.796967973;0.222764445;7.477161666320942E-5
WithoutJHURegions;-;SE;2020W11;3;13;0.541463637;0.226297278;3.0186863501231894E-4
WithJHURegions;1;SE;2020W11;60;13;2.708974701;0.270890325;3.018686350099577E-4
WithoutJHURegions;-;SE;2020W12;3;13;0.501974034;0.234814893;1.5661189591154165E-5
WithJHURegions;1;SE;2020W12;60;13;2.738200337;0.224402594;1.56611895608159E-5
WithoutJHURegions;-;SE;2020W13;3;13;0.480936275;0.165092937;5.147563243683038E-5
WithJHURegions;1;SE;2020W13;60;13;2.690633673;0.2273;5.147563191509232E-5
WithoutJHURegions;-;SE;2020W14;3;13;0.543028518;0.232462184;6.024190253775679E-4
WithJHURegions;1;SE;2020W14;60;13;2.806619991;0.244512772;6.024190194334927E-4
WithoutJHURegions;-;SE;2020W15;3;13;0.554745677;0.179022631;0.001455744704306765
WithJHURegions;1;SE;2020W15;60;13;2.733487205;0.246039105;0.0014557446950536333
WithoutJHURegions;-;SE;2020W16;3;13;0.562430631;0.231234703;2.96190998922533E-4
WithJHURegions;1;SE;2020W16;60;13;2.767566741;0.226850982;2.961909988261636E-4
WithoutJHURegions;-;SE;2020W17;3;13;0.555028674;0.283491335;1.0108831314084106E-4
WithJHURegions;1;SE;2020W17;60;13;2.726735248;0.178224541;1.0108830320262913E-4
WithoutJHURegions;-;SE;2020W18;3;13;0.52981274;0.184754726;1.329562886707771E-5
WithJHURegions;1;SE;2020W18;60;13;2.660567837;0.239991667;1.3295630171563839E-5
WithoutJHURegions;-;SE;2020W19;3;13;0.50003778;0.25003457;1.2598445573831958E-5
WithJHURegions;1;SE;2020W19;60;13;2.656421149;0.272994455;1.259844675444336E-5
WithoutJHURegions;-;SE;2020W20;3;13;0.474911316;0.224651715;2.59530772018399E-5
WithJHURegions;1;SE;2020W20;60;13;2.670391412;0.245346823;2.595307358148267E-5
WithoutJHURegions;-;SE;2020W21;3;13;0.551250336;0.281039587;2.351759499627726E-8
WithJHURegions;1;SE;2020W21;60;13;2.734826504;0.270230514;2.3517647257705108E-8
WithoutJHURegions;-;SE;2020W22;3;13;0.596663468;0.229686504;0.0010014712582623385
WithJHURegions;1;SE;2020W22;60;13;2.66605649;0.286632695;0.0010014711837239125
WithoutJHURegions;-;SE;2020W23;3;13;0.495442429;0.274573236;8.965529367068638E-5
WithJHURegions;1;SE;2020W23;60;76;2.705043214;0.235761734;0.06984535660476092
WithoutJHURegions;-;SE;2020W24;3;13;0.542141637;0.227890298;2.069575316654589E-5
WithJHURegions;1;SE;2020W24;60;223;2.742654185;0.255417519;0.032801236442497265
WithoutJHURegions;-;SE;2020W25;3;13;0.53612102;0.20163211;6.170077587227723E-5
WithJHURegions;1;SE;2020W25;60;307;2.770211847;0.28909554;0.06910603356155925
WithoutJHURegions;-;SE;2020W26;3;13;0.514538423;0.229994365;8.354572258211338E-5
WithJHURegions;1;SE;2020W26;60;307;2.750952824;0.286807157;0.03502394756068687
WithoutJHURegions;-;SE;2020W27;3;13;0.493568832;0.262651572;4.145851541138275E-4
WithJHURegions;1;SE;2020W27;60;307;2.76563925;0.2345265;0.02279452831424459
WithoutJHURegions;-;SE;2020W28;3;13;0.481124052;0.232832056;1.4213009468595344E-4
WithJHURegions;1;SE;2020W28;60;307;2.731865324;0.229240066;0.016899181218617828
WithoutJHURegions;-;SE;2020W29;3;13;0.543225788;0.196234206;3.2141502486552443E-4
WithJHURegions;1;SE;2020W29;60;307;2.650378219;0.299140185;0.015129103685861444
WithoutJHURegions;-;SE;2020W30;3;13;0.493295394;0.210561583;1.4990494881514992E-4
WithJHURegions;1;SE;2020W30;60;307;2.653137259;0.225071528;0.017575525435469655
WithoutJHURegions;-;SE;2020W31;3;13;0.54367515;0.259964874;1.0854590277411164E-4
WithJHURegions;1;SE;2020W31;60;307;2.711441592;0.256927433;0.014352913394266042
WithoutJHURegions;-;SE;2020W32;3;13;0.546131991;0.22347123;3.5228279027343786E-6
WithJHURegions;1;SE;2020W32;60;307;2.600605571;0.246942359;0.011702915683113883
WithoutJHURegions;-;SE;2020W33;3;13;0.50361291;0.25171119;8.408138454518366E-6
WithJHURegions;1;SE;2020W33;60;307;2.74795512;0.255893555;0.013424406121727005
WithoutJHURegions;-;SE;2020W34;3;13;0.531945131;0.232678677;4.298434526386978E-6
WithJHURegions;1;SE;2020W34;60;307;2.730900043;0.224501471;0.015403025598683975
WithoutJHURegions;-;SE;2020W35;3;13;0.47059692;0.244129878;1.8615041109776564E-4
WithJHURegions;1;SE;2020W35;60;307;2.608481728;0.23811499;0.01852440154897484
WithoutJHURegions;-;SE;2020W36;3;13;0.473830687;0.233224981;5.3899927042797826E-5
WithJHURegions;1;SE;2020W36;60;307;2.734705939;0.233962306;0.029222482161015383
WithoutJHURegions;-;SE;2020W37;3;13;0.52904695;0.228188513;1.7329889516758994E-5
WithJHURegions;1;SE;2020W37;60;307;2.661249793;0.247196231;0.012961075587283733
WithoutJHURegions;-;SE;2020W38;3;13;0.476124863;0.21280505;6.544641713532488E-5
WithJHURegions;1;SE;2020W38;60;307;2.563323353;0.238966574;0.014523609596194897
WithoutJHURegions;-;SE;2020W39;3;13;0.46806555;0.27560486;2.5691924186234643E-5
WithJHURegions;1;SE;2020W39;60;307;2.614710506;0.289409328;0.012951454337502347
WithoutJHURegions;-;SE;2020W40;3;13;0.52554163;0.166556953;1.5076908562720962E-4
WithJHURegions;1;SE;2020W40;60;307;2.712573789;0.23992006;0.022286191284952944
WithoutJHURegions;-;SE;2020W41;3;13;0.548957861;0.173602503;1.6425776125154033E-4
WithJHURegions;1;SE;2020W41;60;307;2.702914662;0.236216252;0.06966733097858238
WithoutJHURegions;-;SE;2020W42;3;13;0.552186319;0.186890486;9.774551723505571E-6
WithJHURegions;1;SE;2020W42;60;307;2.59237261;0.274398261;0.04326107735335152
WithoutJHURegions;-;SE;2020W43;3;13;0.502346233;0.226591286;1.753433524960683E-4
WithJHURegions;1;SE;2020W43;60;307;2.525249346;0.287360569;0.047004488404273
WithoutJHURegions;-;SE;2020W44;3;13;0.545583217;0.199932834;7.901182146862116E-7
WithJHURegions;1;SE;2020W44;60;307;2.673077032;0.251446618;0.1146277668084723
WithoutJHURegions;-;SE;2020W45;3;13;0.549490751;0.233021035;2.3228544596715277E-5
WithJHURegions;1;SE;2020W45;60;307;2.675786414;0.238532778;0.07301965126095471
WithoutJHURegions;-;SE;2020W46;3;13;0.538195994;0.159799848;4.023400566962694E-5
WithJHURegions;1;SE;2020W46;60;307;2.669577008;0.242566308;0.08935204392677824
WithoutJHURegions;-;SE;2020W47;3;13;0.532848518;0.277133561;1.161365941548623E-4
WithJHURegions;1;SE;2020W47;60;307;2.665694116;0.235420673;0.09409064970504823
WithoutJHURegions;-;SE;2020W48;3;13;0.546228691;0.168953796;1.170054267953605E-5
WithJHURegions;1;SE;2020W48;60;307;2.664844197;0.238707033;0.07803458651483185
WithoutJHURegions;-;SE;2020W49;3;13;0.541453782;0.213751126;1.8242866215753298E-7
WithJHURegions;1;SE;2020W49;60;307;2.636111422;0.30751593;0.052067081791667226
WithoutJHURegions;-;SE;2020W50;3;13;0.504303272;0.232824355;6.582535232406685E-6
WithJHURegions;1;SE;2020W50;60;307;2.617343534;0.247104448;0.058391746058118935
WithoutJHURegions;-;SE;2020W51;3;13;0.475661159;0.22824291;2.425823663405741E-6
WithJHURegions;1;SE;2020W51;60;307;2.600595556;0.247431728;0.03744312750067742
WithoutJHURegions;-;SE;2020W52;3;13;0.46170206;0.253697;7.159735024380236E-5
WithJHURegions;1;SE;2020W52;60;307;2.561938751;0.261637648;0.07760625819752086
WithoutJHURegions;-;SE;2021W01;3;13;0.543319263;0.151833215;3.7102368917107915E-4
WithJHURegions;1;SE;2021W01;60;307;2.61976131;0.232891471;0.02961900340258178
WithoutJHURegions;-;SE;2021W02;3;13;0.544138092;0.247987601;0.0014158647280341024
WithJHURegions;1;SE;2021W02;60;307;2.596292618;0.250834651;0.017394143166711583
WithoutJHURegions;-;SE;2021W03;3;13;0.500258209;0.218673257;0.001602294477399519
WithJHURegions;1;SE;2021W03;60;307;2.615439594;0.23282044;0.011127228725966902
WithoutJHURegions;-;SE;2021W04;3;13;0.483174924;0.192361434;0.0019881119270300073
WithJHURegions;1;SE;2021W04;60;307;2.484326971;0.253842757;0.02633380300064019
WithoutJHURegions;-;SE;2021W05;3;13;0.5332077;0.213300079;0.0030071383962816715
WithJHURegions;1;SE;2021W05;60;307;2.483788131;0.16539819;0.030861562471178616
WithoutJHURegions;-;SE;2021W06;3;13;0.53722384;0.253673947;0.0014360859064402227
WithJHURegions;1;SE;2021W06;60;307;2.54235444;0.216485515;0.03332641150353342
WithoutJHURegions;-;DE;2020W05;5;22;0.700178665;0.216909248;1.744173618315124E-4
WithJHURegions;1;DE;2020W05;15;22;2.907328691;0.228951664;1.74417361831475E-4
WithoutJHURegions;-;DE;2020W06;5;24;0.649951096;0.191357588;9.709391634937905E-4
WithJHURegions;1;DE;2020W06;51;24;2.854195956;0.235772391;9.709391634934459E-4
WithoutJHURegions;-;DE;2020W07;5;24;0.68330714;0.282405942;5.159962954909294E-4
WithJHURegions;1;DE;2020W07;51;24;2.903872806;0.233519975;5.159962954907577E-4
WithoutJHURegions;-;DE;2020W08;5;24;0.730754492;0.244144733;0.0023612876641245593
WithJHURegions;1;DE;2020W08;51;24;2.903396193;0.235009571;0.002361287664123714
WithoutJHURegions;-;DE;2020W09;5;24;0.691061724;0.239428492;0.0022746661144699425
WithJHURegions;1;DE;2020W09;51;24;2.918554403;0.229006696;0.0022746661144691684
WithoutJHURegions;-;DE;2020W10;5;24;0.708019917;0.160761358;0.001455625206755454
WithJHURegions;1;DE;2020W10;51;24;2.82134162;0.240424721;0.001455625206754971
WithoutJHURegions;-;DE;2020W11;5;24;0.723363216;0.227807783;1.613407546228812E-4
WithJHURegions;1;DE;2020W11;51;24;2.875446262;0.285825486;1.6134075462299538E-4
WithoutJHURegions;-;DE;2020W12;5;24;0.665613704;0.2446939;1.1044394820831495E-5
WithJHURegions;1;DE;2020W12;51;24;2.805197;0.279206392;1.1044394798952581E-5
WithoutJHURegions;-;DE;2020W13;5;24;0.680035505;0.211008757;1.4533718907589944E-4
WithJHURegions;1;DE;2020W13;51;24;2.880769832;0.245156324;1.4533718811099788E-4
WithoutJHURegions;-;DE;2020W14;5;24;0.712609523;0.182136865;8.792525344303671E-4
WithJHURegions;1;DE;2020W14;51;24;2.833093875;0.229654829;8.792525354149992E-4
WithoutJHURegions;-;DE;2020W15;5;24;0.624415901;0.163834765;7.444542541492007E-4
WithJHURegions;1;DE;2020W15;51;24;2.745032739;0.246412645;7.444542549748292E-4
WithoutJHURegions;-;DE;2020W16;5;24;0.732721512;0.172988434;9.956314721874088E-5
WithJHURegions;1;DE;2020W16;51;24;2.860776196;0.167736923;9.956314682482517E-5
WithoutJHURegions;-;DE;2020W17;5;24;0.728894152;0.247830722;8.142452806071097E-5
WithJHURegions;1;DE;2020W17;51;24;2.782631895;0.287051841;8.1424526709627E-5
WithoutJHURegions;-;DE;2020W18;5;24;0.629624105;0.254877668;1.1622786077995329E-5
WithJHURegions;1;DE;2020W18;51;24;2.736590948;0.238911722;1.1622785969661943E-5
WithoutJHURegions;-;DE;2020W19;5;24;0.7226411;0.149602304;1.3324984078697723E-4
WithJHURegions;1;DE;2020W19;51;24;2.731677396;0.252245101;1.3324983639989327E-4
WithoutJHURegions;-;DE;2020W20;5;24;0.669414854;0.228755326;1.0881650244557937E-4
WithJHURegions;1;DE;2020W20;51;88;2.860981499;0.238712391;0.11451554479150859
WithoutJHURegions;-;DE;2020W21;5;24;0.664870564;0.233585408;4.911806692067189E-5
WithJHURegions;1;DE;2020W21;51;200;2.846066532;0.243332736;0.03916061761524509
WithoutJHURegions;-;DE;2020W22;5;24;0.739250146;0.193478898;7.023096189783632E-5
WithJHURegions;1;DE;2020W22;51;248;2.773991457;0.272082541;0.0695957630660063
WithoutJHURegions;-;DE;2020W23;5;24;0.658578191;0.18479429;2.8580700312378103E-4
WithJHURegions;1;DE;2020W23;51;248;2.705033164;0.146947946;0.046185782900151656
WithoutJHURegions;-;DE;2020W24;5;24;0.658672685;0.229905487;1.952867367665282E-4
WithJHURegions;1;DE;2020W24;51;248;2.83530116;0.23980528;0.033153697221904706
WithoutJHURegions;-;DE;2020W25;5;24;0.679625995;0.233208257;4.9104924052685555E-5
WithJHURegions;1;DE;2020W25;51;248;2.729612183;0.273198409;0.03515331013673055
WithoutJHURegions;-;DE;2020W26;5;24;0.677777408;0.201646113;2.9761328115557176E-4
WithJHURegions;1;DE;2020W26;51;248;2.780218843;0.239576126;0.024622400439388837
WithoutJHURegions;-;DE;2020W27;5;24;0.652718485;0.223056681;3.136934628152126E-6
WithJHURegions;1;DE;2020W27;51;248;2.662366067;0.285651984;0.01794534345879128
WithoutJHURegions;-;DE;2020W28;5;24;0.723050985;0.198592537;5.3140353739196116E-6
WithJHURegions;1;DE;2020W28;51;248;2.815000283;0.229223684;0.01529349037153489
WithoutJHURegions;-;DE;2020W29;5;24;0.731335605;0.231492509;6.0896680802235795E-5
WithJHURegions;1;DE;2020W29;51;248;2.837118207;0.259179175;0.014107285062602294
WithoutJHURegions;-;DE;2020W30;5;24;0.726600994;0.201958585;3.214268505312562E-4
WithJHURegions;1;DE;2020W30;51;248;2.810230249;0.287303123;0.01919998225083482
WithoutJHURegions;-;DE;2020W31;5;24;0.728491623;0.277928614;1.9466846311594236E-6
WithJHURegions;1;DE;2020W31;51;248;2.72176515;0.238893694;0.024248056600325838
WithoutJHURegions;-;DE;2020W32;5;24;0.680007881;0.267530635;5.234836339642249E-4
WithJHURegions;1;DE;2020W32;51;248;2.809468954;0.230411139;0.02913095505855475
WithoutJHURegions;-;DE;2020W33;5;24;0.710694898;0.203215465;0.005801220959876764
WithJHURegions;1;DE;2020W33;51;248;2.738546558;0.238158882;0.04050148387861681
WithoutJHURegions;-;DE;2020W34;5;24;0.620449666;0.208704997;7.390020806073418E-4
WithJHURegions;1;DE;2020W34;51;248;2.825426991;0.243384411;0.06092250307120504
WithoutJHURegions;-;DE;2020W35;5;24;0.71532893;0.16226987;2.0320261791733492E-5
WithJHURegions;1;DE;2020W35;51;248;2.658905396;0.153078277;0.07227984207209677
WithoutJHURegions;-;DE;2020W36;5;24;0.728142961;0.275389634;3.217896337436748E-4
WithJHURegions;1;DE;2020W36;51;248;2.79875463;0.284792988;0.07406041799835225
WithoutJHURegions;-;DE;2020W37;5;24;0.666859434;0.275628703;4.611006672503982E-4
WithJHURegions;1;DE;2020W37;51;248;2.765630038;0.234852965;0.07601050726247684
WithoutJHURegions;-;DE;2020W38;5;24;0.68419247;0.233251622;9.770480088967847E-4
WithJHURegions;1;DE;2020W38;51;248;2.800527703;0.209272114;0.0723549706863661
WithoutJHURegions;-;DE;2020W39;5;24;0.729717689;0.187777525;3.7323388423349285E-4
WithJHURegions;1;DE;2020W39;51;248;2.653505583;0.183884586;0.060955518837908666
WithoutJHURegions;-;DE;2020W40;5;24;0.716882144;0.208488622;5.418978151893559E-4
WithJHURegions;1;DE;2020W40;51;248;2.612153433;0.174799502;0.06471517485588107
WithoutJHURegions;-;DE;2020W41;5;24;0.729653221;0.232557458;2.451682577787408E-8
WithJHURegions;1;DE;2020W41;51;248;2.780545318;0.251279517;0.07066911606540839
WithoutJHURegions;-;DE;2020W42;5;24;0.697233064;0.201758829;7.595404112644783E-5
WithJHURegions;1;DE;2020W42;51;248;2.754282241;0.280529462;0.059100158079908635
WithoutJHURegions;-;DE;2020W43;5;24;0.651923514;0.225784781;8.890640997973634E-4
WithJHURegions;1;DE;2020W43;51;248;2.761383517;0.232578828;0.08727255558567654
WithoutJHURegions;-;DE;2020W44;5;24;0.725631139;0.211834694;6.581453879233957E-4
WithJHURegions;1;DE;2020W44;51;248;2.766768699;0.237265872;0.08386715924413053
WithoutJHURegions;-;DE;2020W45;5;24;0.723724233;0.200255403;2.493289422768358E-4
WithJHURegions;1;DE;2020W45;51;248;2.644679508;0.188513659;0.04681143174533365
WithoutJHURegions;-;DE;2020W46;5;24;0.727698956;0.234572056;4.0043056062877454E-4
WithJHURegions;1;DE;2020W46;51;248;2.625504165;0.240747229;0.04210987348699639
WithoutJHURegions;-;DE;2020W47;5;24;0.599291836;0.220724357;2.918214490608551E-4
WithJHURegions;1;DE;2020W47;51;248;2.619011412;0.236873846;0.02277434261127878
WithoutJHURegions;-;DE;2020W48;5;24;0.596098228;0.195876221;6.589612173904893E-4
WithJHURegions;1;DE;2020W48;51;248;2.639947117;0.23336036;0.010825982560409935
WithoutJHURegions;-;DE;2020W49;5;24;0.650365395;0.218367249;9.624414396118033E-4
WithJHURegions;1;DE;2020W49;51;248;2.712614854;0.242618722;0.011691054146824061
WithoutJHURegions;-;DE;2020W50;5;24;0.645335422;0.200026109;0.0021432794440203995
