KindOfQuery;Shift;Country;Week;#Eq;#Vars;Eq. creation time;Solve time;Average squared error
WithoutJHURegions;-;UK;2020W26;5;20;0.712678391;0.227073114;0.0016180519593651567
WithJHURegions;1;UK;2020W26;27;76;2.809129829;0.287625027;0.06123174289088298
WithoutJHURegions;-;UK;2020W27;5;20;0.659844885;0.231751427;4.8716278032406754E-4
WithJHURegions;1;UK;2020W27;27;76;2.782742862;0.222993627;0.10394192627300311
WithoutJHURegions;-;UK;2020W28;5;20;0.696076116;0.215369855;0.0019606929213201742
WithJHURegions;1;UK;2020W28;27;76;2.809442788;0.248750754;0.08446097682829079
WithoutJHURegions;-;UK;2020W29;5;20;0.710723644;0.180373714;4.680626810063754E-4
WithJHURegions;1;UK;2020W29;27;76;2.70307861;0.237654006;0.04011280985442633
WithoutJHURegions;-;UK;2020W30;5;20;0.720867114;0.23114359;1.663034946357765E-4
WithJHURegions;1;UK;2020W30;27;76;2.740192576;0.225804987;0.08203694825220752
WithoutJHURegions;-;UK;2020W31;5;20;0.647118855;0.275011514;4.6099757326114675E-5
WithJHURegions;1;UK;2020W31;27;76;2.737365778;0.287660086;0.03852912911393249
WithoutJHURegions;-;UK;2020W32;5;20;0.672579291;0.282980376;9.742359064380518E-5
WithJHURegions;1;UK;2020W32;27;76;2.733619298;0.223359041;0.05971197613697893
WithoutJHURegions;-;UK;2020W33;5;20;0.682225625;0.223998098;9.103127760360898E-5
WithJHURegions;1;UK;2020W33;27;76;2.709519385;0.226533232;0.05030750543460807
WithoutJHURegions;-;UK;2020W34;5;20;0.722511828;0.176203153;6.517863372740437E-4
WithJHURegions;1;UK;2020W34;27;76;2.668442007;0.251981306;0.07230744962153918
WithoutJHURegions;-;UK;2020W35;5;20;0.718028792;0.228170054;0.0019359239545108764
WithJHURegions;1;UK;2020W35;27;76;2.68228104;0.280597566;0.045721321781371255
WithoutJHURegions;-;UK;2020W36;5;20;0.650066545;0.166582661;0.0075275449770770084
WithJHURegions;1;UK;2020W36;27;76;2.764853517;0.245098492;0.06834519918901323
WithoutJHURegions;-;UK;2020W37;5;20;0.703496363;0.197220016;5.779425961774376E-4
WithJHURegions;1;UK;2020W37;27;76;2.627458703;0.269265519;0.07811139698933536
WithoutJHURegions;-;UK;2020W38;5;20;0.716464394;0.230299405;7.099190603602064E-5
WithJHURegions;1;UK;2020W38;27;76;2.758710188;0.225212933;0.09982194193912518
WithoutJHURegions;-;UK;2020W39;5;20;0.650202178;0.194080675;1.2051300631807182E-8
WithJHURegions;1;UK;2020W39;27;76;2.701266533;0.233532752;0.08536300527969849
WithoutJHURegions;-;UK;2020W40;5;20;0.685253353;0.203772477;1.9081687709930753E-4
WithJHURegions;1;UK;2020W40;27;76;2.655392529;0.238422269;0.08247129411097445
WithoutJHURegions;-;UK;2020W41;5;20;0.717440787;0.186313658;8.982492190552005E-5
WithJHURegions;1;UK;2020W41;27;76;2.716159764;0.24973455;0.07196053757770085
WithoutJHURegions;-;UK;2020W42;5;20;0.67075354;0.185626549;4.457220871269746E-6
WithJHURegions;1;UK;2020W42;27;76;2.737484698;0.241289922;0.051864505447268394
WithoutJHURegions;-;UK;2020W43;5;20;0.726664994;0.166371596;5.769805290591454E-5
WithJHURegions;1;UK;2020W43;27;76;2.718881373;0.212478872;0.03421559727004908
WithoutJHURegions;-;UK;2020W44;5;20;0.642286324;0.158107232;1.7130268861635485E-4
WithJHURegions;1;UK;2020W44;27;76;2.716157523;0.240218821;0.012255191500333263
WithoutJHURegions;-;UK;2020W45;5;20;0.713833362;0.195331689;2.5033937708302033E-4
WithJHURegions;1;UK;2020W45;27;76;2.720106333;0.231706516;0.004686496030216485
WithoutJHURegions;-;UK;2020W46;5;20;0.664805074;0.232011657;3.636068480286259E-4
WithJHURegions;1;UK;2020W46;27;76;2.710966004;0.269310077;0.008648487892460638
WithoutJHURegions;-;UK;2020W47;5;20;0.71527309;0.244047084;2.7846616377445965E-4
WithJHURegions;1;UK;2020W47;27;76;2.688615642;0.213260686;0.016302182367097694
WithoutJHURegions;-;UK;2020W48;5;20;0.721572093;0.26926447;0.0010788491665514588
WithJHURegions;1;UK;2020W48;27;76;2.567839865;0.255000725;0.016144879856044025
WithoutJHURegions;-;UK;2020W49;5;20;0.655893619;0.228377484;0.00229357919134742
WithJHURegions;1;UK;2020W49;27;76;2.616002526;0.292868849;0.029096779596928562
WithoutJHURegions;-;UK;2020W50;5;20;0.724213736;0.22205208;0.002602252673373106
WithJHURegions;1;UK;2020W50;27;76;2.679263898;0.223769501;0.033460670737655754
WithoutJHURegions;-;UK;2020W51;5;20;0.664940007;0.203639496;0.003037767084801887
WithJHURegions;1;UK;2020W51;27;76;2.587846175;0.232393693;0.022481952834921225
WithoutJHURegions;-;UK;2020W52;0;0;0.709209802;0;0
WithJHURegions;1;UK;2020W52;25;63;2.533648021;0.231114951;0.01981716394672217
WithoutJHURegions;-;UK;2021W01;0;0;0.711710923;0;0
WithJHURegions;1;UK;2021W01;25;63;2.531751524;0.2286843;0.010678755363502507
WithoutJHURegions;-;UK;2021W02;0;0;0.716193887;0;0
WithJHURegions;1;UK;2021W02;25;63;2.669385123;0.246974661;0.013069943419426161
WithoutJHURegions;-;UK;2021W03;0;0;0.702699734;0;0
WithJHURegions;1;UK;2021W03;25;63;2.593204747;0.28549595;0.021187573175326265
WithoutJHURegions;-;UK;2021W04;0;0;0.681281278;0;0
WithJHURegions;1;UK;2021W04;25;63;2.600581974;0.234365339;0.04708288613854168
WithoutJHURegions;-;UK;2021W05;0;0;0.679052751;0;0
WithJHURegions;1;UK;2021W05;25;63;2.628224911;0.240760586;0.07251376000794921
WithoutJHURegions;-;UK;2021W06;0;0;0.720115179;0;0
WithJHURegions;1;UK;2021W06;25;63;2.567522207;0.259556464;0.07182481270291094
WithJHURegions;2;NL;2020W05;15;18;2.786666543;0.171181841;5.326069872969102E-4
WithJHURegions;2;NL;2020W06;19;20;2.845239612;0.217670176;2.3030569435123388E-4
WithJHURegions;2;NL;2020W07;43;20;2.808122431;0.281560756;4.3898649634844134E-4
WithJHURegions;2;NL;2020W08;43;20;2.774621822;0.272273132;0.00478697546778444
WithJHURegions;2;NL;2020W09;43;20;2.759512915;0.280485954;0.001314769213737677
WithJHURegions;2;NL;2020W10;43;20;2.785152985;0.288824212;0.0015918152221088167
WithJHURegions;2;NL;2020W11;43;20;2.846486221;0.235273008;1.3985154563082778E-6
WithJHURegions;2;NL;2020W12;43;20;2.795724656;0.242716238;0.0037238096565795293
WithJHURegions;2;NL;2020W13;43;20;2.806852133;0.27451018;0.011899456035144255
WithJHURegions;2;NL;2020W14;43;20;2.795191058;0.257381226;0.013073895426874187
WithJHURegions;2;NL;2020W15;43;20;2.797457858;0.230902769;0.01022405939927507
WithJHURegions;2;NL;2020W16;43;20;2.806100207;0.249938345;0.0035936434030370847
WithJHURegions;2;NL;2020W17;43;20;2.800711457;0.269253851;8.599724850495308E-4
WithJHURegions;2;NL;2020W18;43;20;2.820768895;0.194188578;5.104689792957536E-7
WithJHURegions;2;NL;2020W19;43;20;2.832370043;0.229983783;0.0020733521324900655
WithJHURegions;2;NL;2020W20;43;20;2.836218628;0.238049516;0.0018176575257634934
WithJHURegions;2;NL;2020W21;43;20;2.78778386;0.290726574;7.372884640523188E-4
WithJHURegions;2;NL;2020W22;43;20;2.755906594;0.258247689;4.8605528900315094E-4
WithJHURegions;2;NL;2020W23;43;20;2.806566675;0.281636324;1.1329434518189182E-4
WithJHURegions;2;NL;2020W24;43;20;2.823168319;0.256347909;1.6073816154587842E-5
WithJHURegions;2;NL;2020W25;43;20;2.78846782;0.236490777;3.43689420021771E-5
WithJHURegions;2;NL;2020W26;43;20;2.79341705;0.227215236;6.930895771790885E-5
WithJHURegions;2;NL;2020W27;43;20;2.794571053;0.23661761;2.860271914332878E-4
WithJHURegions;2;NL;2020W28;43;20;2.799084538;0.233756941;5.1313232451149734E-5
WithJHURegions;2;NL;2020W29;43;56;2.683134235;0.234984908;0.16450834061844705
WithJHURegions;2;NL;2020W30;43;104;2.77392058;0.227004242;0.11997684999943958
WithJHURegions;2;NL;2020W31;43;140;2.798544934;0.240778113;0.0016562923619693212
WithJHURegions;2;NL;2020W32;43;188;2.799283095;0.241473113;0.10919049233037766
WithJHURegions;2;NL;2020W33;43;188;2.741266876;0.296426469;0.03398751840492039
WithJHURegions;2;NL;2020W34;43;188;2.706815715;0.28711014;0.0267220369162855
WithJHURegions;2;NL;2020W35;43;188;2.665903935;0.232770349;0.04081749859051238
WithJHURegions;2;NL;2020W36;43;188;2.777371828;0.228075971;0.04861867162995294
WithJHURegions;2;NL;2020W37;43;188;2.756049405;0.245875201;0.06002815098349639
WithJHURegions;2;NL;2020W38;43;188;2.669184772;0.281530441;0.04914873405550723
WithJHURegions;2;NL;2020W39;43;188;2.75919028;0.230141415;0.05285355622255392
WithJHURegions;2;NL;2020W40;43;188;2.658822065;0.199923953;0.05238218365840119
WithJHURegions;2;NL;2020W41;43;188;2.722447941;0.226892074;0.06472010399581268
WithJHURegions;2;NL;2020W42;43;188;2.65846;0.239394327;0.05852432497116595
WithJHURegions;2;NL;2020W43;43;188;2.719247069;0.270130858;0.08260466256261144
WithJHURegions;2;NL;2020W44;43;188;2.627068068;0.238030168;0.08980797642399321
WithJHURegions;2;NL;2020W45;43;188;2.715958265;0.147343977;0.06913242496451047
WithJHURegions;2;NL;2020W46;43;188;2.748979264;0.284716714;0.07974392443931898
WithJHURegions;2;NL;2020W47;43;188;2.62398453;0.25401734;0.05750947589348812
WithJHURegions;2;NL;2020W48;43;188;2.695227683;0.27995452;0.04674733597691075
WithJHURegions;2;NL;2020W49;43;188;2.694940561;0.215166816;0.045922148293283345
WithJHURegions;2;NL;2020W50;43;188;2.566855376;0.216845265;0.07097934174910132
WithJHURegions;2;NL;2020W51;43;188;2.670368516;0.163842184;0.06580787345526781
WithJHURegions;2;NL;2020W52;43;188;2.729415674;0.229406185;0.049693580032816174
WithJHURegions;2;NL;2021W01;43;188;2.558647652;0.23619129;0.046355134609819014
WithJHURegions;2;NL;2021W02;43;188;2.541294363;0.229460872;0.033195574307666315
WithJHURegions;2;NL;2021W03;43;188;2.607358504;0.234560823;0.03636975198462574
WithJHURegions;2;NL;2021W04;43;188;2.686236044;0.229388095;0.04732341519366422
WithJHURegions;2;NL;2021W05;43;188;2.807588922;0.233958573;0.045039799599650335
WithJHURegions;2;NL;2021W06;43;188;2.530038721;0.14256474;0.0326148378258898
WithJHURegions;2;SE;2020W05;14;11;2.802404808;0.224218511;1.6408113909591638E-5
WithJHURegions;2;SE;2020W06;18;13;2.777250071;0.186142956;2.734034250851639E-4
WithJHURegions;2;SE;2020W07;60;13;2.781227167;0.296906283;1.0098057877672426E-4
WithJHURegions;2;SE;2020W08;60;13;2.705648136;0.283235358;4.471020728874005E-4
WithJHURegions;2;SE;2020W09;60;13;2.827052906;0.28293392;3.8585501630035153E-4
WithJHURegions;2;SE;2020W10;60;13;2.790138408;0.232490069;7.477161666320938E-5
WithJHURegions;2;SE;2020W11;60;13;2.820763119;0.238696112;3.018686350099576E-4
WithJHURegions;2;SE;2020W12;60;13;2.825696776;0.222248121;1.566118956081589E-5
WithJHURegions;2;SE;2020W13;60;13;2.744610333;0.290496229;5.1475631915092225E-5
WithJHURegions;2;SE;2020W14;60;13;2.798721599;0.256675535;6.024190194334927E-4
WithJHURegions;2;SE;2020W15;60;13;2.803481208;0.247139063;0.0014557446950536333
WithJHURegions;2;SE;2020W16;60;13;2.77690532;0.24517475;2.961909988261634E-4
WithJHURegions;2;SE;2020W17;60;13;2.795305332;0.190846483;1.0108830320262848E-4
WithJHURegions;2;SE;2020W18;60;13;2.791747218;0.241326441;1.3295630171563983E-5
WithJHURegions;2;SE;2020W19;60;13;2.651833409;0.229487759;1.2598446754443165E-5
WithJHURegions;2;SE;2020W20;60;13;2.669625585;0.239983095;2.5953073581482636E-5
WithJHURegions;2;SE;2020W21;60;13;2.743953809;0.240929737;2.351764725770635E-8
WithJHURegions;2;SE;2020W22;60;13;2.71998625;0.290761;0.0010014711837239144
WithJHURegions;2;SE;2020W23;60;76;2.642820822;0.2367575;0.06984535660476036
WithJHURegions;2;SE;2020W24;60;160;2.702540281;0.23586743;0.0457167232850543
WithJHURegions;2;SE;2020W25;60;223;2.773634251;0.235701904;0.0011943418291114995
WithJHURegions;2;SE;2020W26;60;307;2.766010689;0.26333213;0.06582847643291793
WithJHURegions;2;SE;2020W27;60;307;2.746562622;0.231396896;0.024629077544391146
WithJHURegions;2;SE;2020W28;60;307;2.774773585;0.292087514;0.023633355884021295
WithJHURegions;2;SE;2020W29;60;307;2.654290173;0.256109742;0.029299559584445807
WithJHURegions;2;SE;2020W30;60;307;2.731470546;0.292111818;0.0180760054736673
WithJHURegions;2;SE;2020W31;60;307;2.730597656;0.24002039;0.016019815890994563
WithJHURegions;2;SE;2020W32;60;307;2.714861287;0.255819197;0.015658437758940862
WithJHURegions;2;SE;2020W33;60;307;2.62811874;0.286203233;0.009489169487569291
WithJHURegions;2;SE;2020W34;60;307;2.611553552;0.238087086;0.014255338846679969
WithJHURegions;2;SE;2020W35;60;307;2.716340474;0.238306112;0.01834414745889953
WithJHURegions;2;SE;2020W36;60;307;2.699718296;0.255625665;0.04109745537550552
WithJHURegions;2;SE;2020W37;60;307;2.646873687;0.1926672;0.013409877537859627
WithJHURegions;2;SE;2020W38;60;307;2.724948112;0.27872194;0.016694085116726803
WithJHURegions;2;SE;2020W39;60;307;2.625507823;0.225510032;0.010133712568702132
WithJHURegions;2;SE;2020W40;60;307;2.694541655;0.222208937;0.01278234776942028
WithJHURegions;2;SE;2020W41;60;307;2.663001101;0.239500832;0.05554907058140492
WithJHURegions;2;SE;2020W42;60;307;2.627696746;0.234637507;0.03394923751462683
WithJHURegions;2;SE;2020W43;60;307;2.615423366;0.239457321;0.03553093833229092
WithJHURegions;2;SE;2020W44;60;307;2.666403254;0.241496924;0.10589613873391919
WithJHURegions;2;SE;2020W45;60;307;2.673804996;0.239950896;0.044279092140440235
WithJHURegions;2;SE;2020W46;60;307;2.672192059;0.239254149;0.04461343717895164
WithJHURegions;2;SE;2020W47;60;307;2.639854883;0.2377135;0.05536723680635031
WithJHURegions;2;SE;2020W48;60;307;2.580519485;0.238917161;0.06956239115193016
WithJHURegions;2;SE;2020W49;60;307;2.625631297;0.254024599;0.04257290515739153
WithJHURegions;2;SE;2020W50;60;307;2.596415651;0.236511514;0.05735679570403865
WithJHURegions;2;SE;2020W51;60;307;2.601593476;0.156439113;0.03962182339641333
WithJHURegions;2;SE;2020W52;60;307;2.606499406;0.238223487;0.06421225107394017
WithJHURegions;2;SE;2021W01;60;307;2.638409913;0.236300311;0.025523815187801217
WithJHURegions;2;SE;2021W02;60;307;2.596348321;0.231107259;0.02228384474857087
WithJHURegions;2;SE;2021W03;60;307;2.611578612;0.241732292;0.010513490543368713
WithJHURegions;2;SE;2021W04;60;307;2.596028862;0.234445021;0.030940531765984682
WithJHURegions;2;SE;2021W05;60;307;2.572295135;0.240131997;0.02705661063738951
WithJHURegions;2;SE;2021W06;60;307;2.457554224;0.237172501;0.033856929797732714
WithJHURegions;2;DE;2020W05;15;22;2.823518709;0.251705836;1.74417361831475E-4
WithJHURegions;2;DE;2020W06;19;24;2.895412721;0.241785302;9.709391634934489E-4
WithJHURegions;2;DE;2020W07;51;24;2.819664882;0.243103505;5.159962954907577E-4
WithJHURegions;2;DE;2020W08;51;24;2.903456243;0.272440186;0.002361287664123714
WithJHURegions;2;DE;2020W09;51;24;2.820716146;0.241259669;0.0022746661144691684
WithJHURegions;2;DE;2020W10;51;24;2.853928862;0.229219632;0.001455625206754971
WithJHURegions;2;DE;2020W11;51;24;2.796069651;0.234335438;1.6134075462299592E-4
WithJHURegions;2;DE;2020W12;51;24;2.87910434;0.264592081;1.104439479895264E-5
WithJHURegions;2;DE;2020W13;51;24;2.849564557;0.199263031;1.4533718811099707E-4
WithJHURegions;2;DE;2020W14;51;24;2.892648429;0.271506744;8.792525354149993E-4
WithJHURegions;2;DE;2020W15;51;24;2.859993402;0.224890949;7.444542549748298E-4
WithJHURegions;2;DE;2020W16;51;24;2.801264235;0.239843896;9.956314682482481E-5
WithJHURegions;2;DE;2020W17;51;24;2.840011391;0.236987278;8.142452670962691E-5
WithJHURegions;2;DE;2020W18;51;24;2.850512313;0.236880349;1.1622785969661931E-5
WithJHURegions;2;DE;2020W19;51;24;2.841361371;0.232088612;1.3324983639989322E-4
WithJHURegions;2;DE;2020W20;51;88;2.759902461;0.231383135;0.11451554479150716
WithJHURegions;2;DE;2020W21;51;136;2.830915762;0.23549447;0.05758914354833521
WithJHURegions;2;DE;2020W22;51;200;2.820725148;0.238700229;3.155583668679334E-4
WithJHURegions;2;DE;2020W23;51;248;2.829135132;0.28809791;0.0795617322431724
WithJHURegions;2;DE;2020W24;51;248;2.827839069;0.228045653;0.024525969792754263
WithJHURegions;2;DE;2020W25;51;248;2.834131018;0.231563957;0.02553590749398702
WithJHURegions;2;DE;2020W26;51;248;2.84193121;0.236163907;0.023598987003705905
WithJHURegions;2;DE;2020W27;51;248;2.788215111;0.271123029;0.016634542575611214
WithJHURegions;2;DE;2020W28;51;248;2.710095429;0.254258849;0.018074948741077096
WithJHURegions;2;DE;2020W29;51;248;2.792054826;0.240748842;0.018345687394611506
WithJHURegions;2;DE;2020W30;51;248;2.820331023;0.228937609;0.018624633364521706
WithJHURegions;2;DE;2020W31;51;248;2.798044637;0.280207342;0.016389637068891155
WithJHURegions;2;DE;2020W32;51;248;2.808492479;0.236152173;0.019920073813407532
WithJHURegions;2;DE;2020W33;51;248;2.745666785;0.234610965;0.02962727597157218
WithJHURegions;2;DE;2020W34;51;248;2.750253326;0.223106409;0.044710419389408784
WithJHURegions;2;DE;2020W35;51;248;2.804332743;0.257949173;0.06546362878613222
WithJHURegions;2;DE;2020W36;51;248;2.793563137;0.237562079;0.0726980444025453
WithJHURegions;2;DE;2020W37;51;248;2.790965771;0.238020104;0.07810654772345105
WithJHURegions;2;DE;2020W38;51;248;2.649386438;0.246707433;0.07004089084058422
WithJHURegions;2;DE;2020W39;51;248;2.668808312;0.231006755;0.05213747279661099
WithJHURegions;2;DE;2020W40;51;248;2.794058106;0.254663863;0.05241116820165009
WithJHURegions;2;DE;2020W41;51;248;2.768845889;0.21297488;0.06005069812522333
WithJHURegions;2;DE;2020W42;51;248;2.756684815;0.232951442;0.032659076564761996
WithJHURegions;2;DE;2020W43;51;248;2.761094026;0.283141833;0.049247384192835794
WithJHURegions;2;DE;2020W44;51;248;2.765241818;0.275592723;0.04387505322779259
WithJHURegions;2;DE;2020W45;51;248;2.690282358;0.237772862;0.01817339788121279
WithJHURegions;2;DE;2020W46;51;248;2.767541513;0.236770766;0.02253221805105632
WithJHURegions;2;DE;2020W47;51;248;2.735054806;0.238766438;0.022017824678538266
WithJHURegions;2;DE;2020W48;51;248;2.730707963;0.239054258;0.015015508988458727
WithJHURegions;2;DE;2020W49;51;248;2.735712439;0.236246599;0.01635537463087064
WithJHURegions;2;DE;2020W50;51;248;2.732115144;0.236743038;0.02331645876760196
WithJHURegions;2;DE;2020W51;51;248;2.70849107;0.235562145;0.04823469502946153
WithJHURegions;2;DE;2020W52;51;248;2.733049702;0.233189744;0.042302151068841574
WithJHURegions;2;DE;2021W01;51;248;2.697531212;0.23777356;0.054779208215871095
WithJHURegions;2;DE;2021W02;51;248;2.695158182;0.287560892;0.09413339532521152
WithJHURegions;2;DE;2021W03;51;248;2.685515131;0.27859168;0.08293995977087261
WithJHURegions;2;DE;2021W04;51;248;2.707736632;0.199695353;0.07064749331146036
WithJHURegions;2;DE;2021W05;51;248;2.635868879;0.253462226;0.0950304060098884
WithJHURegions;2;DE;2021W06;51;248;2.588912953;0.199669162;0.08789264809720548
WithJHURegions;2;IT;2020W05;15;27;2.920055622;0.236186185;0.0012116120271055018
WithJHURegions;2;IT;2020W06;19;29;2.840086587;0.234142671;9.203639725054436E-4
WithJHURegions;2;IT;2020W07;61;29;2.804005728;0.199406275;4.4206203035634744E-4
WithJHURegions;2;IT;2020W08;61;29;2.827560796;0.267009179;6.624766428638745E-4
WithJHURegions;2;IT;2020W09;61;29;2.974108287;0.225783949;5.586234655698819E-5
WithJHURegions;2;IT;2020W10;61;29;2.949324133;0.240118164;8.692370601239676E-4
WithJHURegions;2;IT;2020W11;61;29;2.797156296;0.238539311;0.008000499773189148
WithJHURegions;2;IT;2020W12;61;29;2.790811335;0.232251761;0.011783742397061524
WithJHURegions;2;IT;2020W13;61;29;2.807733835;0.241327273;0.008651055789117944
WithJHURegions;2;IT;2020W14;61;29;2.907412911;0.2286838;0.0029656028467729763
WithJHURegions;2;IT;2020W15;61;29;2.938200146;0.241537918;0.002526060260080337
WithJHURegions;2;IT;2020W16;61;29;2.827341767;0.240039661;4.738274259090866E-4
WithJHURegions;2;IT;2020W17;61;29;2.921363901;0.237613691;1.6216339463116046E-4
WithJHURegions;2;IT;2020W18;61;29;2.886566742;0.191464163;0.0010821366012996364
WithJHURegions;2;IT;2020W19;61;29;2.903117121;0.229667039;0.0011753698833667314
WithJHURegions;2;IT;2020W20;61;113;2.879843725;0.258853908;0.058855122734976
WithJHURegions;2;IT;2020W21;61;176;2.934210613;0.22640338;0.02907473111505644
WithJHURegions;2;IT;2020W22;61;260;2.839567581;0.227090698;2.0093913787019838E-4
WithJHURegions;2;IT;2020W23;61;323;2.881927956;0.246255832;0.05568964551020045
WithJHURegions;2;IT;2020W24;61;323;2.890317966;0.244090512;0.08730024227274424
WithJHURegions;2;IT;2020W25;61;323;2.885796588;0.238611597;0.07654200157722582
WithJHURegions;2;IT;2020W26;61;323;2.84825414;0.257876675;0.0680012690507635
WithJHURegions;2;IT;2020W27;61;323;2.872862989;0.237814347;0.04013766596124229
WithJHURegions;2;IT;2020W28;61;323;2.883845962;0.246666853;0.04195760531085322
WithJHURegions;2;IT;2020W29;61;323;2.889648456;0.248609864;0.03902427591754879
WithJHURegions;2;IT;2020W30;61;323;2.847176822;0.24782819;0.022704791339412556
WithJHURegions;2;IT;2020W31;61;323;2.844294571;0.225919093;0.014179458530461188
WithJHURegions;2;IT;2020W32;61;323;2.837160114;0.289801639;0.014520293424381638
WithJHURegions;2;IT;2020W33;61;323;2.792948778;0.229518344;0.01185316693560458
WithJHURegions;2;IT;2020W34;61;323;2.828031172;0.241661468;0.01658583523500815
WithJHURegions;2;IT;2020W35;61;323;2.840247908;0.238608872;0.015438834880689424
WithJHURegions;2;IT;2020W36;61;323;2.820019356;0.236786827;0.023635297397808456
WithJHURegions;2;IT;2020W37;61;323;2.848176121;0.233322442;0.04837271209188034
WithJHURegions;2;IT;2020W38;61;323;2.828466357;0.240383843;0.048511689950382596
WithJHURegions;2;IT;2020W39;61;323;2.818156313;0.273898558;0.031233447383076606
WithJHURegions;2;IT;2020W40;61;323;2.842798895;0.244873932;0.03019398489380142
WithJHURegions;2;IT;2020W41;61;323;2.758310229;0.229538598;0.02858804146557821
WithJHURegions;2;IT;2020W42;61;323;2.806043429;0.243447543;0.01784962223256356
WithJHURegions;2;IT;2020W43;61;323;2.774296352;0.239394527;0.025550316465369545
WithJHURegions;2;IT;2020W44;61;323;2.776123007;0.230108791;0.030057566610216243
WithJHURegions;2;IT;2020W45;61;323;2.795418186;0.291205958;0.027634834768845547
WithJHURegions;2;IT;2020W46;61;323;2.741762292;0.236682483;0.029004240380607022
WithJHURegions;2;IT;2020W47;61;323;2.791521686;0.232288567;0.02784139170863954
WithJHURegions;2;IT;2020W48;61;323;2.647986004;0.270358812;0.024217863223832438
WithJHURegions;2;IT;2020W49;61;323;2.777808298;0.255357324;0.017919896444492447
WithJHURegions;2;IT;2020W50;61;323;2.699802879;0.277965332;0.027613645633997593
WithJHURegions;2;IT;2020W51;61;323;2.681590882;0.237711957;0.042755022640550956
WithJHURegions;2;IT;2020W52;61;323;2.75775938;0.236208603;0.03958764209520176
WithJHURegions;2;IT;2021W01;61;323;2.749895001;0.241153365;0.05117494722740714
WithJHURegions;2;IT;2021W02;61;323;2.744540404;0.177669129;0.06605754854263461
WithJHURegions;2;IT;2021W03;61;323;2.751254271;0.237560819;0.04702397678765266
WithJHURegions;2;IT;2021W04;61;323;2.712233961;0.230704404;0.0391872563451825
WithJHURegions;2;IT;2021W05;61;323;2.726258425;0.265484032;0.04614488002430386
WithJHURegions;2;IT;2021W06;61;323;2.658906115;0.164318852;0.04181705648716418
WithJHURegions;2;ES;2020W05;15;25;2.880327576;0.233166623;2.68409411342116E-5
WithJHURegions;2;ES;2020W06;19;27;2.901567933;0.234028407;9.893054007159363E-4
WithJHURegions;2;ES;2020W07;55;27;2.916335239;0.30030752;0.001814396396595587
WithJHURegions;2;ES;2020W08;55;27;2.864922538;0.226461208;0.0030069707859000892
WithJHURegions;2;ES;2020W09;55;27;2.937350423;0.236025197;0.0020489198988474988
WithJHURegions;2;ES;2020W10;55;27;2.853719491;0.237953541;5.715891335371107E-4
WithJHURegions;2;ES;2020W11;55;27;2.856546705;0.233581696;0.0014021800468962781
WithJHURegions;2;ES;2020W12;55;27;2.884726518;0.275240086;0.01400339057097807
WithJHURegions;2;ES;2020W13;55;27;2.898780735;0.285596855;0.023217456178631992
WithJHURegions;2;ES;2020W14;55;27;2.900826345;0.237170889;0.015470812107022365
WithJHURegions;2;ES;2020W15;55;27;2.805329562;0.235194143;0.008387502287552905
WithJHURegions;2;ES;2020W16;55;27;2.826479333;0.251101346;0.002193381289354227
WithJHURegions;2;ES;2020W17;55;27;2.794541448;0.255281685;7.755694912007728E-5
WithJHURegions;2;ES;2020W18;55;27;2.871927364;0.248065862;0.0019536021048151475
WithJHURegions;2;ES;2020W19;55;27;2.881963347;0.229595589;0.0017882003181578473
WithJHURegions;2;ES;2020W20;55;99;2.883954479;0.239422184;0.09772369452988273
WithJHURegions;2;ES;2020W21;55;153;2.881601074;0.293981277;0.04821801717996104
WithJHURegions;2;ES;2020W22;55;225;2.868990286;0.266498211;8.157731357361625E-4
WithJHURegions;2;ES;2020W23;55;279;2.880154221;0.236228997;0.07989831891740777
WithJHURegions;2;ES;2020W24;55;279;2.764928049;0.235686392;0.03584386100254481
WithJHURegions;2;ES;2020W25;55;279;2.843274158;0.164003933;0.06005191941796986
WithJHURegions;2;ES;2020W26;55;279;2.864994051;0.238847871;0.09586183105714936
WithJHURegions;2;ES;2020W27;55;279;2.754737923;0.237223619;0.013690000112511024
WithJHURegions;2;ES;2020W28;55;279;2.840290146;0.230953741;0.014913397377244194
WithJHURegions;2;ES;2020W29;55;279;2.827288311;0.205296978;0.023686062340277404
WithJHURegions;2;ES;2020W30;55;279;2.838001764;0.23338453;0.029772991708148015
WithJHURegions;2;ES;2020W31;55;279;2.835492122;0.28249928;0.0452269505296484
WithJHURegions;2;ES;2020W32;55;279;2.846938848;0.246523604;0.04524917320606868
WithJHURegions;2;ES;2020W33;55;279;2.754428591;0.239575348;0.045541495153636
WithJHURegions;2;ES;2020W34;55;279;2.775947757;0.238841934;0.057994053253554737
WithJHURegions;2;ES;2020W35;55;279;2.847792599;0.225346455;0.07463953905353982
WithJHURegions;2;ES;2020W36;55;279;2.861153911;0.237467299;0.07556885164107326
WithJHURegions;2;ES;2020W37;55;279;2.838273518;0.245242209;0.07228262939941556
WithJHURegions;2;ES;2020W38;55;279;2.826436442;0.241116417;0.058219231762284225
WithJHURegions;2;ES;2020W39;55;279;2.813327261;0.252149049;0.05024024250770562
WithJHURegions;2;ES;2020W40;55;279;2.836826805;0.240109781;0.0410938485347937
WithJHURegions;2;ES;2020W41;55;279;2.820525342;0.263757949;0.05003949907103392
WithJHURegions;2;ES;2020W42;55;279;2.772054887;0.258814654;0.03093281653735343
